Name,Date,Latitude,Longitude,Country,Country Code,Ocean,Chlorophyll,Sea Surface Temperature,Shark_Presence
Tiger Shark,11-04-2015,26.934225,-80.094209,United States of America,US,Atlantic Ocean,0.3589022702946881,25.264999999999983,1
,06-04-2005,-12.060469573592592,78.62392426418846,International Waters,NA,Indian Ocean,0.24587504855167636,16.92016645951327,0
Port Jackson Shark,16-11-2007,-31.996925,115.540044,Australia,AU,Indian Ocean,0.3276747012785158,19.930999999999983,1
,05-02-2004,25.439659,-80.20006,United States of America,US,Atlantic Ocean,3.3384270673150924,26.565,1
,13-08-2014,21.371497285121663,-154.0075531756,International Waters,NA,Pacific Ocean,0.14132667275273703,27.94163999361779,0
,08-08-2013,-14.273044108018684,-130.5817979138464,International Waters,NA,Pacific Ocean,0.1569185440443508,23.815944869898992,0
Whale Shark,28-01-2013,-27.528,32.685,South Africa,ZA,Indian Ocean,0.1956234511917616,26.305000000000007,1
,06-02-2009,-31.390424198275536,67.37620934433706,International Waters,NA,Indian Ocean,0.29153931015471596,16.397840013540165,0
,23-07-2009,9.31240357813806,-45.34678292372587,International Waters,NA,Atlantic Ocean,0.04114545776945713,13.894000130559208,0
,17-10-2008,33.22894888632368,-44.519337865730975,International Waters,NA,Atlantic Ocean,0.3798070543997623,19.48030068298246,0
Whitetip Reef Shark,25-01-2015,-22.201187,166.443293,New Caledonia,NC,Coral Sea,0.8020232597084556,25.264999999999983,1
,31-12-2008,-4.375748777291648,-50.135033890098924,International Waters,NA,Atlantic Ocean,0.39470950648536474,21.9841190950666,0
,05-07-2013,24.816228263514205,-155.84863930139042,International Waters,NA,Pacific Ocean,0.29490682787892536,27.597517412137133,0
Whitetip Reef Shark,31-05-2015,-18.373678,178.192308,Fiji,FJ,Pacific Ocean,0.2649711319287544,25.19799999999998,1
Blacktip Reef Shark,19-06-2015,-18.300467,178.017681,Fiji,FJ,Pacific Ocean,0.5921194390429692,25.529,1
Whitetip Reef Shark,07-06-2015,-18.356164,178.181493,Fiji,FJ,Pacific Ocean,0.3481756869175308,25.295999999999992,1
,16-03-2015,-23.436504479728157,-47.20910860410972,International Waters,NA,Atlantic Ocean,0.20345510124905428,11.36904182509894,0
,26-02-2005,6.2664994702861065,-127.37643577324809,International Waters,NA,Pacific Ocean,0.2878070597219318,13.767735116807152,0
,20-03-2005,17.760210650397504,-129.33752728339823,International Waters,NA,Pacific Ocean,0.41046967455983996,13.134416459803777,0
,14-11-2015,-29.12775641403816,-32.704105615033164,International Waters,NA,Atlantic Ocean,0.3865689664214094,19.559249477123373,0
Whale Shark,04-05-2013,-22.8,113.8,Australia,AU,Indian Ocean,2.6189051957121072,25.264999999999983,1
Grey Reef Shark,09-01-2014,-27.489,32.6895,South Africa,ZA,Indian Ocean,0.1185735446704534,22.74000000000001,1
,22-07-2009,-5.964840630614027,76.97526985785984,International Waters,NA,Indian Ocean,0.16358215562824532,22.50965017458526,0
,23-03-2015,26.313517,-80.073471,United States of America,US,Atlantic Ocean,0.1841049169740442,24.834000000000003,1
,11-02-2011,35.911948538496546,-53.24408689199107,International Waters,NA,Atlantic Ocean,0.32370429731714107,21.005811409301536,0
,31-03-2015,1.695315122046381,-163.743304909188,International Waters,NA,Pacific Ocean,0.24906149220430898,23.03709211652032,0
,23-03-2010,-7.431428350355496,-23.01092976938274,International Waters,NA,Atlantic Ocean,0.2311634480494315,10.433442441506449,0
Scalloped Hammerhead,12-10-2014,24.95,35.833333,Egypt,EG,Red Sea,0.0811457441476244,27.00900000000001,1
Tiger Shark,21-03-2015,26.934225,-80.094209,United States of America,US,Atlantic Ocean,0.6103614322974682,25.264999999999983,1
,23-08-2013,-36.093305297663115,81.11779330303978,International Waters,NA,Indian Ocean,0.44227621313241017,13.147118704618112,0
Bluespotted Fantail Ray,13-09-2013,-27.489,32.6895,South Africa,ZA,Indian Ocean,0.7547992060273798,21.969,1
,17-01-2006,-21.770107723397558,-21.137581295313183,International Waters,NA,Atlantic Ocean,0.24100535618085953,18.816145783872383,0
Bluespotted Fantail Ray,09-05-2013,-27.5237,32.68595,South Africa,ZA,Indian Ocean,0.2346861730841791,21.70999999999998,1
,15-09-2013,2.245123911717627,-152.64394429610795,International Waters,NA,Pacific Ocean,0.27723983822911036,27.12323458256402,0
,03-05-2015,7.206054425645789,-36.753771403127246,International Waters,NA,Atlantic Ocean,0.12341160925439923,22.447184640276678,0
Whale Shark,11-07-2012,9.500227,123.41133,Philippines,PH,Philippine Sea,0.1956234511917616,29.088000000000022,1
,06-01-2010,6.590975675137315,-142.73820218168854,International Waters,NA,Pacific Ocean,0.38767846304772374,23.44158671434147,0
,24-04-2011,-10.126495261210408,77.09071421163213,International Waters,NA,Indian Ocean,0.4063823679430413,11.776104970116217,0
Bull Shark,07-08-2004,27.965768,-82.843057,United States of America,US,Gulf of Mexico,6.410085593233284,30.86099999999999,1
Greynurse Shark,30-05-2015,34.719403,-76.712498,United States of America,US,Atlantic Ocean,3.3894620454019737,25.264999999999983,1
,07-08-2015,-8.61371482570587,-46.69329180136309,International Waters,NA,Atlantic Ocean,0.28513900457856395,25.516219292987053,0
Bluespotted Fantail Ray,28-11-2012,-27.489,32.6895,South Africa,ZA,Indian Ocean,0.1759133263938538,23.957,1
,22-03-2015,-21.6,165.4,New Caledonia,NC,Coral Sea,0.4371511996048712,25.264999999999983,1
White Shark,27-06-2014,-34.150594,22.12063,South Africa,ZA,Atlantic Ocean,3.712479536644064,14.836000000000013,1
Scalloped Hammerhead,23-12-2012,-0.829278,-90.982067,Ecuador,EC,Pacific Ocean,0.4240859749487668,21.774999999999977,1
,19-06-2015,26.318412,-80.099766,United States of America,US,Atlantic Ocean,0.6685291934261441,25.264999999999983,1
,13-09-2007,-33.07677417246141,79.07566530348515,International Waters,NA,Indian Ocean,0.4260306184434933,21.256936567451135,0
,18-09-2005,20.926776758369826,-37.77435696514091,International Waters,NA,Atlantic Ocean,0.33409489586861074,11.174379168606606,0
,05-06-2009,-6.838625647257508,79.40134048452062,International Waters,NA,Indian Ocean,0.08289083967966736,20.837838370287084,0
,06-02-2012,-10.807222360804257,64.99499824532143,International Waters,NA,Indian Ocean,0.1684571790781455,28.00674217462615,0
,20-06-2013,-14.80513586553581,-129.40727406110148,International Waters,NA,Pacific Ocean,0.2928399708335451,18.04795098783235,0
,06-04-2011,-1.4129619393480652,68.98255988093189,International Waters,NA,Indian Ocean,0.21250873106787913,27.28273592492457,0
Zebra Shark,05-04-2015,-28.611667,153.628611,Australia,AU,Pacific Ocean,0.8652296123857874,24.567999999999984,1
Bluespotted Fantail Ray,22-07-2013,-27.5277,32.6849,South Africa,ZA,Indian Ocean,0.3481756869175308,22.202,1
,07-11-2014,4.91314645314587,-161.17692202456,International Waters,NA,Pacific Ocean,0.16775842786341755,12.712892426819929,0
White Shark,26-06-2014,-34.150239,22.120973,South Africa,ZA,Atlantic Ocean,3.712479536644064,14.821000000000026,1
,23-06-2007,16.808766004015055,-22.60834267667383,International Waters,NA,Atlantic Ocean,0.38026259251830413,12.910012104846011,0
,17-08-2014,18.304285586797242,-24.910083373221056,International Waters,NA,Atlantic Ocean,0.36935931710141906,24.654318462038567,0
Whitetip Reef Shark,07-06-2015,-18.436468,178.123643,Fiji,FJ,Pacific Ocean,0.2570518871247585,25.262999999999977,1
Whitetip Reef Shark,03-06-2015,-18.426045,178.085363,Fiji,FJ,Pacific Ocean,0.2570518871247585,30.163999999999987,1
School Shark,19-03-2015,50.417903,-5.075092,United Kingdom of Great Britain and Northern Ireland,GB,Atlantic Ocean,2.391038030985724,25.264999999999983,1
,19-06-2009,-21.625827510629918,-157.10370046164434,International Waters,NA,Pacific Ocean,0.3920406188200431,11.642717378665669,0
Whitetip Reef Shark,17-06-2015,-18.23417,178.085191,Fiji,FJ,Pacific Ocean,0.5921194390429692,25.264999999999983,1
,18-02-2014,-17.318225135302903,68.91281140890386,International Waters,NA,Indian Ocean,0.4269265923219407,27.101371560179718,0
,22-06-2009,-4.794279424542857,-42.221473772217195,International Waters,NA,Atlantic Ocean,0.4929357839233268,20.09557265318267,0
School Shark,03-09-2013,32.852565,-117.263134,United States of America,US,Pacific Ocean,0.7103557590420297,25.264999999999983,1
Black Tip Shark,08-04-2013,25.5,-79.266667,Bahamas,BS,Atlantic Ocean,0.1115917977312083,29.331000000000017,1
Zebra Shark,03-03-2015,-28.611797,153.628279,Australia,AU,Tasman Sea,0.5087688306952357,26.565,1
,29-10-2011,38.465898182022684,-20.037698259050565,International Waters,NA,Atlantic Ocean,0.19404653539213543,19.54767390701811,0
Bronze Whaler Sharks,01-04-2015,-34.064704,151.155758,Australia,AU,Pacific Ocean,5.028537729470044,25.264999999999983,1
,24-03-2005,-6.404853901575379,-34.04982707607775,International Waters,NA,Atlantic Ocean,0.18366377477601087,29.10633039709813,0
,10-09-2006,39.60008694374581,-128.99191037717975,International Waters,NA,Pacific Ocean,0.13676091244490463,19.645279690863205,0
,17-04-2005,18.98749721327556,-158.47244969127726,International Waters,NA,Pacific Ocean,0.22378447728328812,17.017535627631055,0
,30-01-2007,39.61253027348732,-143.8535639054829,International Waters,NA,Pacific Ocean,0.4856269725450777,24.384812586189597,0
,08-12-2009,-17.136908598791464,81.80967839317613,International Waters,NA,Indian Ocean,0.2416717512215506,21.113966375366935,0
Jenkins' Whipray,12-03-2015,-27.5297,32.6828,South Africa,ZA,Indian Ocean,0.1558072574373205,25.137999999999977,1
,22-07-2010,-34.37633397404545,-46.88362455210232,International Waters,NA,Atlantic Ocean,0.01121149309239412,24.41735238442437,0
Whitetip Reef Shark,17-05-2015,-18.299856,178.020915,Fiji,FJ,Pacific Ocean,0.4935631556860741,26.76400000000001,1
,06-12-2014,-28.03192951281894,-151.70053629309268,International Waters,NA,Pacific Ocean,0.011165987141821933,19.285901192482527,0
,10-05-2011,-11.99910623454716,87.18755198448468,International Waters,NA,Indian Ocean,0.45520721812402304,23.711520685110674,0
,24-04-2007,-35.91836416875317,-166.54582868641236,International Waters,NA,Pacific Ocean,0.33389002864450895,22.069846539038316,0
,14-04-2006,-9.958839650461925,-130.67437412134728,International Waters,NA,Pacific Ocean,0.18043918194921127,29.155485705022695,0
,18-05-2015,3.3062808223765856,-136.62058659073014,International Waters,NA,Pacific Ocean,0.0469397565607956,27.767389634833226,0
,24-09-2012,-24.623468432729005,-23.743056177835726,International Waters,NA,Atlantic Ocean,0.34054506829670367,16.461339720065702,0
,12-08-2015,-18.272475610194938,78.68099465811059,International Waters,NA,Indian Ocean,0.22110744570380425,11.091335938612536,0
,13-04-2015,28.456612,-17.846955,Spain,ES,Atlantic Ocean,0.1759133263938538,18.480999999999995,1
Zebra Shark,27-05-2015,-18.431412,178.142451,Fiji,FJ,Pacific Ocean,0.201650211067826,26.07299999999998,1
,31-03-2015,-28.611667,153.628611,Australia,AU,-none-,0.5087688306952357,26.456000000000017,1
Whitetip Reef Shark,10-06-2015,-18.298967,178.017814,Fiji,FJ,Pacific Ocean,0.5921194390429692,24.877999999999982,1
,02-05-2014,-27.5348,32.683,South Africa,ZA,Indian Ocean,0.2493693263618092,26.785000000000025,1
,29-06-2010,-28.730149951195216,83.70526079121237,International Waters,NA,Indian Ocean,0.33087062216179564,26.80538607743953,0
,23-04-2009,-18.435595182557503,71.77009041255964,International Waters,NA,Indian Ocean,0.42144695356269124,13.955565334625373,0
,07-04-2015,9.922233793764903,-168.30951276932714,International Waters,NA,Pacific Ocean,0.09091279991269188,27.52165141371056,0
,12-11-2006,4.142697157277837,-26.686581839829635,International Waters,NA,Atlantic Ocean,0.46282542252895026,22.57287155598607,0
Tawny Shark,27-12-2014,9.166667,167.333333,Marshall Islands,MH,Pacific Ocean,0.1897768142841356,28.358000000000004,1
,01-03-2005,-0.48521451563335205,82.3258492424211,International Waters,NA,Indian Ocean,0.2986667008211715,24.896746765768526,0
,21-02-2011,0.8555802694853156,-22.774133761246134,International Waters,NA,Atlantic Ocean,0.13844951538982184,25.949835262093227,0
White Shark,16-04-2015,-29.983778,153.228045,Australia,AU,Tasman Sea,1.102944070736339,25.264999999999983,1
,06-10-2013,17.202996,-88.266937,Belize,BZ,Caribbean Sea,4.878248824426189,28.59699999999998,1
Whitetip Reef Shark,09-04-2012,-27.521,32.6903,South Africa,ZA,Indian Ocean,0.1841049169740442,21.73399999999998,1
Silvertip Shark,17-05-2015,-18.295432,178.043018,Fiji,FJ,Pacific Ocean,0.4935631556860741,26.711000000000013,1
,08-01-2008,15.972809716992984,-126.92573983366904,International Waters,NA,Pacific Ocean,0.17150586826959524,25.807051532672965,0
Porcupine Ray,02-10-2013,-27.5297,32.6828,South Africa,ZA,Indian Ocean,0.3481756869175308,27.202,1
Bull Shark,10-06-2015,-18.30019,178.017556,Fiji,FJ,Pacific Ocean,0.5921194390429692,24.877999999999982,1
,13-02-2012,-17.99966585128242,72.34203992512573,International Waters,NA,Indian Ocean,0.4815647717529188,18.801663173415577,0
,22-12-2005,33.548825620739066,-30.387534963213408,International Waters,NA,Atlantic Ocean,0.4485774127096424,20.050525507313463,0
Grey Reef Shark,31-05-2015,-18.366672,178.192651,Fiji,FJ,Pacific Ocean,0.2649711319287544,25.19799999999998,1
Striped Stingaree,31-05-2015,-31.988463,115.535989,Australia,AU,Indian Ocean,0.5921194390429692,20.708000000000027,1
Whitetip Reef Shark,31-05-2015,-18.373678,178.192308,Fiji,FJ,Pacific Ocean,0.2649711319287544,25.19799999999998,1
Bluespotted Fantail Ray,20-05-2015,-18.337133,178.007639,Fiji,FJ,Pacific Ocean,0.3377696910664779,26.166999999999973,1
,13-05-2006,-7.183359587157497,74.00528396681497,International Waters,NA,Indian Ocean,0.3572623575977009,17.544094993551568,0
,12-07-2015,-30.437692698195168,86.94926467871841,International Waters,NA,Indian Ocean,0.22259263100905724,15.671617374365802,0
White Shark,13-06-2014,-34.150594,22.120802,South Africa,ZA,Atlantic Ocean,3.712479536644064,15.144000000000004,1
,14-04-2006,11.281668790548082,-50.86346819762424,International Waters,NA,Atlantic Ocean,0.3212845429440373,16.32662653425452,0
Bull Shark,09-06-2014,-18.323168,178.028714,Fiji,FJ,Pacific Ocean,0.4240859749487668,25.435,1
Whale Shark,03-08-2014,-3.983333,-80.983333,Peru,PE,Pacific Ocean,2.6189051957121072,22.918000000000006,1
,17-12-2014,-7.515842126352716,61.054469464476824,International Waters,NA,Indian Ocean,0.0980870182069439,23.484005489519383,0
,02-08-2009,-15.922439907879365,82.60234846161423,International Waters,NA,Indian Ocean,0.29763894241415234,16.07508479914387,0
Tiger Shark,28-06-2012,-27.424128,32.743176,South Africa,ZA,Indian Ocean,0.3178814224537172,23.22800000000001,1
Greynurse Shark,16-05-2015,25.022159,-80.37954,United States of America,US,Atlantic Ocean,1.8196447292571936,27.72399999999999,1
Greynurse Shark,04-02-2012,-27.011124,32.868761,South Africa,ZA,Indian Ocean,0.1897768142841356,25.774999999999977,1
,21-06-2006,4.497225586508449,-29.370870814427686,International Waters,NA,Atlantic Ocean,0.4860281967800325,12.802692695371398,0
,29-08-2011,-22.90147172585387,75.78314058065402,International Waters,NA,Indian Ocean,0.3145413116244559,26.005542928669637,0
,06-02-2008,-33.106344381970345,83.3709945413273,International Waters,NA,Indian Ocean,0.3348661047136636,10.875701831625669,0
Bluespotted Fantail Ray,23-12-2013,-27.521,32.6903,South Africa,ZA,Indian Ocean,0.1706557698975757,24.365999999999985,1
,13-08-2014,15.391212622485895,-46.74814119836576,International Waters,NA,Atlantic Ocean,0.3672702846516226,11.398648711328558,0
Whitespotted Eagle Ray,20-01-2007,16.897265,-88.062982,Belize,BZ,Caribbean Sea,0.3481756869175308,27.15300000000002,1
,12-10-2012,-39.52550302663972,72.3939688479968,International Waters,NA,Indian Ocean,0.07801099601890708,23.680306640259573,0
,03-05-2011,-31.17850656192942,67.31631225374049,International Waters,NA,Indian Ocean,0.32876983500327733,10.709676714478412,0
,10-11-2014,18.269638,-65.629736,Puerto Rico,PR,Caribbean Sea,1.2080552128401103,29.043999999999983,1
Blacktip Reef Shark,31-05-2015,2.790249,104.169846,Malaysia,MY,-none-,0.3276747012785158,29.726,1
Galapagos Shark,25-05-2015,21.604892,-158.121436,United States of America,US,Pacific Ocean,0.0740853699581327,25.023000000000025,1
Grey Reef Shark,05-12-2013,-27.49202,32.69316,South Africa,ZA,Indian Ocean,0.1655553470356743,24.094,1
Black Tip Shark,02-06-2013,17.635464,-63.232676,"Bonaire, Sint Eustatius and Saba",BQ,Caribbean Sea,0.1150297136097349,26.112000000000023,1
,17-08-2008,-5.500644544039687,61.868807328312755,International Waters,NA,Indian Ocean,0.3764646383859282,21.506521766955338,0
Manta Ray,21-03-2014,-27.52775,32.6891,South Africa,ZA,Indian Ocean,0.1956234511917616,26.870000000000005,1
,22-06-2012,-17.392947566012825,69.19881909565389,International Waters,NA,Indian Ocean,0.3176341802538215,24.34126484325997,0
Bluespotted Maskray,27-05-2015,-18.434954,178.127888,Fiji,FJ,Pacific Ocean,0.201650211067826,26.081000000000017,1
Whitespotted Eagle Ray,17-03-2006,-30.939343,153.099663,Australia,AU,Pacific Ocean,0.5087688306952357,25.173,1
,12-03-2008,16.14721759731792,-58.13911111542633,International Waters,NA,Atlantic Ocean,0.45459510827172195,18.1721885589516,0
Blue Shark,15-10-2011,44.691524,-63.120332,Canada,CA,Atlantic Ocean,4.453799428445074,14.072000000000005,1
Gummy Sharks,13-07-2013,41.009202,-73.156933,United States of America,US,Atlantic Ocean,5.852353288843273,23.76400000000001,1
Lemon Shark,13-02-2014,-23.442258,151.910402,Australia,AU,Pacific Ocean,0.3991153040811264,25.523000000000025,1
Bull Shark,10-06-2015,26.934492,-80.064254,United States of America,US,Atlantic Ocean,0.3589022702946881,28.36700000000002,1
,06-07-2009,-29.438244611416195,-131.97959831385458,International Waters,NA,Pacific Ocean,0.33749667387990656,13.843064615493239,0
,04-07-2007,20.150193890876423,-122.88020666769611,International Waters,NA,Pacific Ocean,0.4428484810070599,14.231942133112641,0
,14-02-2015,15.528197470708832,-45.19800211751509,International Waters,NA,Atlantic Ocean,0.052453551666072774,20.053741696286455,0
Bluespotted Fantail Ray,03-12-2013,-27.5226,32.68645,South Africa,ZA,Indian Ocean,0.1706557698975757,27.288999999999987,1
,14-04-2012,23.541307681864026,-154.68139525031307,International Waters,NA,Pacific Ocean,0.18287152770783696,21.738365456228355,0
Black Tip Shark,06-05-2015,16.304154,-86.542721,Honduras,HN,Caribbean Sea,0.1706557698975757,27.91500000000002,1
Fiddler,30-05-2015,-33.799722,151.293481,Australia,AU,Pacific Ocean,5.028537729470044,25.264999999999983,1
,15-02-2011,5.725511141979602,-167.3886331062961,International Waters,NA,Pacific Ocean,0.2691515971974308,18.047667904662312,0
,13-03-2014,-2.948352334838276,-40.860991982709024,International Waters,NA,Atlantic Ocean,0.21831309063262874,16.409432034764173,0
Bluespotted Fantail Ray,13-12-2013,-27.5311,32.6875,South Africa,ZA,Indian Ocean,0.1706557698975757,24.392,1
,17-03-2015,26.193873,-80.093932,United States of America,US,Atlantic Ocean,0.3991153040811264,24.577,1
,10-08-2013,-8.110239054124744,-123.65100272726804,International Waters,NA,Pacific Ocean,0.27625389088690133,21.86938977307082,0
,03-12-2010,-12.982431912130615,-40.06204248034441,International Waters,NA,Atlantic Ocean,0.07233201675916481,23.06037662537789,0
Silky Shark,25-08-2013,1.374167,-91.821944,Ecuador,EC,Pacific Ocean,0.2991641980135831,24.432000000000016,1
Tawny Shark,19-06-2015,-18.300467,178.017681,Fiji,FJ,Pacific Ocean,0.5921194390429692,25.529,1
Whitetip Reef Shark,07-06-2015,-18.368342,178.186128,Fiji,FJ,Pacific Ocean,0.3481756869175308,25.264999999999983,1
,12-06-2012,-16.92995135888118,63.37107277317223,International Waters,NA,Indian Ocean,0.019288923697241632,28.77484168875344,0
Pelagic Thresher,01-01-2015,11.3027,124.1718,Philippines,PH,-none-,0.9768827313482435,26.600000000000023,1
Australian Angelshark,29-12-2014,-33.914654,151.271668,Australia,AU,Pacific Ocean,0.7322403723654552,25.264999999999983,1
,16-12-2010,-37.07171847809903,-127.13158546675692,International Waters,NA,Pacific Ocean,0.0830697962253084,14.85414698758129,0
Bluespotted Fantail Ray,22-12-2013,-27.5177,32.68995,South Africa,ZA,Indian Ocean,0.1706557698975757,24.76400000000001,1
Bluespotted Fantail Ray,26-06-2014,-27.531889,32.70816,South Africa,ZA,Indian Ocean,0.3589022702946881,22.87200000000001,1
,26-10-2007,-39.00827110799175,67.0325537616255,International Waters,NA,Indian Ocean,0.1004701655758201,24.63145455265923,0
,02-03-2005,-36.10809705597317,64.90343661628609,International Waters,NA,Indian Ocean,0.20447516420435433,16.54009424330586,0
,08-07-2005,-5.46421468531495,86.54764284678791,International Waters,NA,Indian Ocean,0.330591989913505,18.05170682858857,0
,19-01-2011,-6.00400228654653,-45.045391000361136,International Waters,NA,Atlantic Ocean,0.31265509976644534,10.214788803033954,0
Tawny Shark,07-06-2014,-18.322353,178.025453,Fiji,FJ,Pacific Ocean,0.4240859749487668,26.64299999999997,1
Port Jackson Shark,08-04-2015,-36.883698,149.935451,Australia,AU,Tasman Sea,0.6685291934261441,14.019000000000004,1
,31-07-2011,-33.41637460902168,60.473415807714325,International Waters,NA,Indian Ocean,0.2597893925795685,20.13118092025534,0
,23-07-2009,-16.33454056150404,76.99386978337884,International Waters,NA,Indian Ocean,0.17665557741435467,27.615791863231046,0
,02-04-2007,-34.15093106478185,73.63235970241041,International Waters,NA,Indian Ocean,0.29374139161135454,19.799335624368844,0
Greynurse Shark,28-05-2015,34.277717,-76.64475,United States of America,US,Atlantic Ocean,0.2649711319287544,24.821000000000023,1
Blotched Fantail Ray,16-05-2012,-27.5297,32.6828,South Africa,ZA,Indian Ocean,0.2142664675718397,24.24799999999999,1
Whale Shark,27-04-2015,-22.2,113.8,Australia,AU,Indian Ocean,0.5572547641891024,27.648000000000025,1
,19-07-2015,-23.692303914513133,-163.2652508545144,International Waters,NA,Pacific Ocean,0.035756448745746065,19.333242405722963,0
,11-11-2011,21.234296506181934,-40.48169527049449,International Waters,NA,Atlantic Ocean,0.05232841217071505,23.284347591723677,0
Bluespotted Fantail Ray,09-01-2013,-27.5197,32.6868,South Africa,ZA,Indian Ocean,0.1956234511917616,22.168999999999983,1
Whitetip Reef Shark,27-02-2014,-27.5259,32.6854,South Africa,ZA,Indian Ocean,0.1379992179545735,27.478999999999985,1
,11-08-2012,34.304666297416134,-134.16228006485858,International Waters,NA,Pacific Ocean,0.05867310355898264,22.217623388066556,0
Shovelnose Rays,24-05-2013,-27.5277,32.6849,South Africa,ZA,Indian Ocean,0.2346861730841791,24.026999999999987,1
,31-12-2005,-31.56532271882672,66.4328758260545,International Waters,NA,Indian Ocean,0.11021177468549838,17.377431919154475,0
Bluespotted Fantail Ray,23-06-2014,-27.45192,32.7121,South Africa,ZA,Indian Ocean,0.3589022702946881,22.86099999999999,1
Grey Reef Shark,12-04-2015,-16.858316,146.210773,Australia,AU,Coral Sea,0.4575076087650551,27.696000000000023,1
,07-12-2013,26.552084191177443,-147.08664320788807,International Waters,NA,Pacific Ocean,0.35884905733553674,29.36043357510423,0
,28-03-2008,9.615717253852992,-58.60671611190428,International Waters,NA,Atlantic Ocean,0.190090935914533,13.973217884722713,0
,09-02-2014,-22.27194875961522,-147.1716256246175,International Waters,NA,Pacific Ocean,0.1708414472370109,10.331877462806382,0
Rays,09-12-2005,24.752455,-77.800327,Bahamas,BS,Caribbean Sea,0.2570518871247585,30.160000000000025,1
Bluespotted Fantail Ray,22-04-2014,-27.45192,32.7121,South Africa,ZA,Indian Ocean,0.2346861730841791,25.625999999999976,1
Banded Wobbegong,20-05-2015,-26.983333,153.5,Australia,AU,Coral Sea,0.5087688306952357,22.954999999999984,1
,25-11-2006,2.8264478470349985,-37.60721659722914,International Waters,NA,Atlantic Ocean,0.10931204097808991,28.439492623493635,0
,06-04-2013,33.61260317670795,-31.51115097383589,International Waters,NA,Atlantic Ocean,0.020268287885826197,22.330128260265926,0
,11-11-2012,-5.0966826602651025,-57.29006289095981,International Waters,NA,Atlantic Ocean,0.245235781252445,14.666452412722652,0
,17-01-2014,-21.542653111687823,63.73270282095641,International Waters,NA,Indian Ocean,0.3418050208395089,14.406276265951623,0
,10-03-2008,28.71691571284461,-23.670039287721366,International Waters,NA,Atlantic Ocean,0.4437753353340521,15.937166536970452,0
Western Wobbegong,03-05-2015,-35.024623,117.234372,Australia,AU,Indian Ocean,0.3991153040811264,25.264999999999983,1
Whale Shark,07-01-2014,-27.528,32.7005,South Africa,ZA,Indian Ocean,0.1185735446704534,22.344,1
Grey Reef Shark,12-09-2013,-27.528,32.7005,South Africa,ZA,Indian Ocean,0.6685291934261441,24.29000000000002,1
Zebra Shark,24-04-2014,-28.611919,153.628816,Australia,AU,Pacific Ocean,0.6485487287512861,25.127999999999982,1
Whitetip Reef Shark,07-04-2015,-21.805197,114.115746,Australia,AU,Indian Ocean,1.7125019508717316,25.264999999999983,1
Common Blacktip Shark,07-07-2014,-30.2442,30.826923,South Africa,ZA,Indian Ocean,1.7125019508717316,22.019999999999985,1
,18-10-2015,-7.691495572513325,-148.33815479056298,International Waters,NA,Pacific Ocean,0.08435765254502801,17.187595745134438,0
,28-04-2009,5.8231122470505525,-23.86456436604567,International Waters,NA,Atlantic Ocean,0.321334802165586,20.817166014882712,0
Shortfin Mako,25-03-2015,-38.334489,144.74547,Australia,AU,-none-,0.5921194390429692,17.892999999999972,1
,03-08-2006,-25.825739250776564,78.92538155775144,International Waters,NA,Indian Ocean,0.3687968886791471,19.344322663584883,0
,06-12-2010,-39.80026266342876,74.28676108113346,International Waters,NA,Indian Ocean,0.46324031929544746,11.584473908307917,0
,12-06-2008,-4.313094015701964,72.09748241686383,International Waters,NA,Indian Ocean,0.20600241797737487,13.574891138629205,0
Whitetip Reef Shark,13-11-2013,-27.5197,32.6868,South Africa,ZA,Indian Ocean,0.207862643133919,24.502999999999982,1
,03-07-2005,-2.2562465665802804,-24.987218775028744,International Waters,NA,Atlantic Ocean,0.23603671526372186,29.89902745853724,0
,25-02-2015,-33.806016,151.294778,Australia,AU,Pacific Ocean,0.5087688306952357,23.144999999999985,1
Common Stingaree,11-05-2014,-33.840033,151.254779,Australia,AU,-none-,0.4935631556860741,25.264999999999983,1
,12-11-2011,36.858479660142834,-157.77719085113222,International Waters,NA,Pacific Ocean,0.22458393837820473,15.008552254671148,0
,24-02-2009,-9.21619844470279,61.31485066352684,International Waters,NA,Indian Ocean,0.13252898666929966,19.6206961941129,0
,15-05-2007,-16.18404536894478,-56.724174553773786,International Waters,NA,Atlantic Ocean,0.44658620363800566,10.794885066861157,0
,03-11-2010,-16.824611117767034,60.27222302515328,International Waters,NA,Indian Ocean,0.25605801550149787,22.1010046789637,0
,17-05-2008,-28.693697829203664,-41.21922189958224,International Waters,NA,Atlantic Ocean,0.4783975700587426,25.709664655310135,0
,09-07-2005,3.9895748839196514,-131.47978039113343,International Waters,NA,Pacific Ocean,0.1366327751826673,20.312782981544878,0
,27-04-2011,-13.872370838467024,67.41723849939888,International Waters,NA,Indian Ocean,0.06189548675335884,24.648005034654044,0
,01-08-2010,-39.63110320038168,83.78534358631379,International Waters,NA,Indian Ocean,0.4684027088401606,15.456226147733016,0
,26-05-2009,-27.834348092413567,68.54755357791709,International Waters,NA,Indian Ocean,0.37606546690579784,28.163791406384394,0
Whitetip Reef Shark,12-04-2015,-16.858316,146.210773,Australia,AU,Coral Sea,0.4575076087650551,27.696000000000023,1
Spotted Wobbegong,16-04-2015,-33.799986,151.294577,Australia,AU,Pacific Ocean,1.8196447292571936,25.264999999999983,1
,18-10-2011,18.372792288126945,-29.706080108924233,International Waters,NA,Atlantic Ocean,0.2533710513723804,28.03230750857485,0
